gmDate,gmTime,seasTyp,playLNm,playFNm,teamAbbr,teamConf,teamDiv,teamLoc,teamRslt,teamDayOff,offLNm1,offFNm1,offLNm2,offFNm2,offLNm3,offFNm3,playDispNm,playStat,playMin,playPos,playHeight,playWeight,playBDate,playPTS,playAST,playTO,playSTL,playBLK,playPF,playFGA,playFGM,playFG%,play2PA,play2PM,play2P%,play3PA,play3PM,play3P%,playFTA,playFTM,playFT%,playORB,playDRB,playTRB,opptAbbr,opptConf,opptDiv,opptLoc,opptRslt,opptDayOff
12/1/2017,9:00,Regular,Davis,Anthony,NO,West,Southwest,Away,Loss,2,Kogut,Marat,McCutchen,Monty,Richardson,Derek,Anthony Davis,Starter,32,PF,82,220,3/11/1993,19,1,2,2,1,0,14,9,0.6429,14,9,0.6429,0,0,0,4,1,0.25,1,9,10,UTA,West,Northwest,Home,Win,0
11/15/2017,8:00,Regular,Davis,Anthony,NO,West,Southwest,Home,Loss,2,Workman,Haywoode,Forte,Brian,Scott,Kevin,Anthony Davis,Starter,34,PF,82,220,3/11/1993,19,1,2,3,1,5,15,8,0.5333,14,7,0.5,1,1,1,2,2,1,2,3,5,TOR,East,Atlantic,Away,Win,1
1/24/2018,7:00,Regular,Davis,Anthony,NO,West,Southwest,Away,Win,1,Guthrie,David,Tiven,Josh,DeRosa,Joe,Anthony Davis,Starter,37,PF,82,220,3/11/1993,19,4,1,3,2,3,16,7,0.4375,16,7,0.4375,0,0,0,5,5,1,1,5,6,CHA,East,Southeast,Home,Loss,2
12/8/2017,8:00,Regular,Davis,Anthony,NO,West,Southwest,Home,Loss,2,Scott,Kevin,Holtkamp,Lauren,Davis,Marc,Anthony Davis,Starter,31,PF,82,220,3/11/1993,18,2,2,0,0,0,12,5,0.4167,11,5,0.4545,1,0,0,8,8,1,3,3,6,SAC,West,Pacific,Away,Win,2
11/9/2017,7:30,Regular,Davis,Anthony,NO,West,Southwest,Away,Loss,2,Maddox,Tre,Garretson,Ron,Lewis,Eric,Anthony Davis,Starter,38,PF,82,220,3/11/1993,18,2,0,2,2,2,14,6,0.4286,10,5,0.5,4,1,0.25,6,5,0.8333,1,6,7,TOR,East,Atlantic,Home,Win,2
11/29/2017,8:00,Regular,Davis,Anthony,NO,West,Southwest,Home,Loss,3,Barnaky,Brent,Mauer,Ken,Wall,Scott,Anthony Davis,Starter,18,PF,82,220,3/11/1993,17,0,2,0,0,2,13,7,0.5385,13,7,0.5385,0,0,0,3,3,1,1,4,5,MIN,West,Northwest,Away,Win,1
12/23/2017,8:00,Regular,Davis,Anthony,NO,West,Southwest,Away,Win,1,Taylor,Dedric,Fraher,Pat,Boland,Matt,Anthony Davis,Starter,32,PF,82,220,3/11/1993,17,3,1,1,4,1,11,5,0.4545,10,4,0.4,1,1,1,8,6,0.75,1,5,6,MIA,East,Southeast,Home,Loss,1
11/17/2017,10:30,Regular,Davis,Anthony,NO,West,Southwest,Away,Loss,2,Wright,Sean,Kogut,Marat,Cutler,Kevin,Anthony Davis,Starter,21,PF,82,220,3/11/1993,17,2,0,1,0,0,11,7,0.6364,10,7,0.7,1,0,0,5,3,0.6,1,4,5,DEN,West,Northwest,Home,Win,4
1/6/2018,9:00,Regular,Davis,Anthony,NO,West,Southwest,Away,Loss,3,Lane,Karl,Taylor,Dedric,Adams,Bennie,Anthony Davis,Starter,36,PF,82,220,3/11/1993,16,2,1,1,2,1,12,5,0.4167,11,5,0.4545,1,0,0,6,6,1,1,8,9,MIN,West,Northwest,Home,Win,1
2/5/2018,8:00,Regular,Davis,Anthony,NO,West,Southwest,Home,Loss,1,Goble,Jacyn,Wright,Sean,Collins,Derrick,Anthony Davis,Starter,35,PF,82,220,3/11/1993,15,3,5,1,3,2,16,6,0.375,14,6,0.4286,2,0,0,4,3,0.75,2,9,11,UTA,West,Northwest,Away,Win,1
2/9/2018,7:00,Regular,Davis,Anthony,NO,West,Southwest,Away,Loss,3,Corbin,Sean,Boland,Matt,Van Duyne,Justin,Anthony Davis,Starter,28,PF,82,220,3/11/1993,14,0,0,1,0,2,19,6,0.3158,16,6,0.375,3,0,0,3,2,0.6667,0,8,8,PHI,East,Atlantic,Home,Win,2
11/13/2017,8:00,Regular,Davis,Anthony,NO,West,Southwest,Home,Win,2,Mott,Rodney,Wood,Leon,Washington,Tom,Anthony Davis,Starter,38,PF,82,220,3/11/1993,13,7,5,2,4,2,7,5,0.7143,6,5,0.8333,1,0,0,5,3,0.6,2,8,10,ATL,East,Southeast,Away,Loss,2
1/17/2018,7:30,Regular,Davis,Anthony,NO,West,Southwest,Away,Loss,1,Orr,J.T.,Lane,Karl,Kennedy,Bill,Anthony Davis,Starter,38,PF,82,220,3/11/1993,8,3,0,1,2,2,8,2,0.25,8,2,0.25,0,0,0,6,4,0.6667,1,6,7,ATL,East,Southeast,Home,Win,2
10/24/2017,10:00,Regular,Davis,Anthony,NO,West,Southwest,Away,Loss,2,Kennedy,Bill,Richardson,Derek,Ayotte,Mark,Anthony Davis,Starter,5,PF,82,220,3/11/1993,2,0,0,0,1,0,2,1,0.5,2,1,0.5,0,0,0,0,0,0,0,1,1,POR,West,Northwest,Home,Win,3
